stim1,stim2,stim3
1904,什么玫瑰花你们上个月究竟抛洒了?,-
1905,他们上个月究竟贴上了什么标签?,+
1906,什么标签他们上个月究竟贴上了?,-
1907,她们上个月究竟申请了什么鉴定?,+
1908,什么鉴定她们上个月究竟申请了?,-
1909,他上个月究竟拜自动化了什么赐?,+
1910,什么赐他上个月究竟拜自动化了?,-
1911,你们上个月到底关注了什么民生?,+
1912,什么民生你们上个月到底关注了?,-
1913,他们上周究竟累积成了什么变?,+
1914,什么变他们上周究竟累积成了?,-
1915,他们上个月到底振奋了什么人心?,+
1916,什么人心他们上个月到底振奋了?,-
1917,她们上个月究竟译成了什么白话?,+
1918,什么白话她们上个月究竟译成了?,-
1919,你上个月究竟从事输送了什么业务?,+
1920,什么业务你上个月究竟从事输送了?,-
1921,她们上个月究竟关注了什么平安?,+
1922,什么平安她们上个月究竟关注了?,-
1923,她们上个月究竟欢迎了什么一行?,+
1924,什么一行她们上个月究竟欢迎了?,-
1925,她们上个月究竟杀掉了什么人?,+
1926,什么人她们上个月究竟杀掉了?,-
1927,他们上个月究竟介入了什么政治?,+
1928,什么政治他们上个月究竟介入了?,-
1929,他们上个月到底实施了什么监管?,+
1930,什么监管他们上个月到底实施了?,-
1931,她们上个月究竟订定了什么条文?,+
1932,什么条文她们上个月究竟订定了?,-
1933,你们上个月究竟打压了什么电视台?,+
1934,什么电视台你们上个月究竟打压了?,-
1935,他们上个月究竟欢庆了什么国庆?,+
1936,什么国庆他们上个月究竟欢庆了?,-
1937,你们上个月到底伤亡了什么生命?,+
1938,什么生命你们上个月到底伤亡了?,-
1939,你们上个月到底神游了什么秦陵地宫?,+
1940,什么秦陵地宫你们上个月到底神游了?,-
1941,她们上个月究竟带好了什么材料?,+
1942,什么材料她们上个月究竟带好了?,-
1943,她们上个月究竟提升了什么品质?,+
1944,什么品质她们上个月究竟提升了?,-
1945,他上个月到底PING了什么网关?,+
1946,什么网关他上个月到底PING了?,-
1947,她们上个月究竟反对了什么发展?,+
1948,什么发展她们上个月究竟反对了?,-
1949,她们上个月究竟联络了什么感情?,+
1950,什么感情她们上个月究竟联络了?,-
1951,她们上个月究竟告诉了什么洪水?,+
1952,什么洪水她们上个月究竟告诉了?,-
1953,你们上个月究竟闯入了什么领空?,+
1954,什么领空你们上个月究竟闯入了?,-
1955,你们上个月究竟做好了什么措施?,+
1956,什么措施你们上个月究竟做好了?,-
1957,他们上个月到底转移回了什么国内?,+
1958,什么国内他们上个月到底转移回了?,-
1959,你们上个月究竟爱护了什么香港人?,+
1960,什么香港人你们上个月究竟爱护了?,-
1961,你们上周究竟筹划设立了什么基金?,+
1962,什么基金你们上周究竟筹划设立了?,-
1963,她们上个月究竟俗称了什么车?,+
1964,什么车她们上个月究竟俗称了?,-
1965,你们上个月究竟面向了什么能力?,+
1966,什么能力你们上个月究竟面向了?,-
1967,他们昨天究竟开启现代化了什么新页?,+
1968,什么新页他们昨天究竟开启现代化了?,-
1969,你们上个月究竟走上了什么政治?,+
1970,什么政治你们上个月究竟走上了?,-
1971,你们前天究竟组装成了什么枪?,+
1972,什么枪你们前天究竟组装成了?,-
1973,你们上个月到底节省了什么人力?,+
1974,什么人力你们上个月到底节省了?,-
1975,她们去年到底负担起了什么车贷?,+
1976,什么车贷她们去年到底负担起了?,-
1977,她们上个月到底接任了什么主席?,+
1978,什么主席她们上个月到底接任了?,-
1979,她们上个月到底纳入了什么预算?,+
1980,什么预算她们上个月到底纳入了?,-
1981,你们上个月到底包括了什么警方?,+
1982,什么警方你们上个月到底包括了?,-
1983,她们上个月到底照顾了什么农工?,+
1984,什么农工她们上个月到底照顾了?,-
1985,她们上个月到底阻止了什么暴动?,+
1986,什么暴动她们上个月到底阻止了?,-
1987,他们上个月到底同情了什么禁飞区?,+
1988,什么禁飞区他们上个月到底同情了?,-
1989,他们上个月到底禁止了什么定价法?,+
1990,什么定价法他们上个月到底禁止了?,-
1991,他们上个月到底就任了什么副秘书长?,+
1992,什么副秘书长他们上个月到底就任了?,-
1993,他们上个月到底塑造了什么敌人?,+
1994,什么敌人他们上个月到底塑造了?,-
1995,她们上个月到底建立了什么基金?,+
1996,什么基金她们上个月到底建立了?,-
1997,他们上个月究竟严守了什么底线?,+
1998,什么底线他们上个月究竟严守了?,-
1999,你们上个月到底开征了什么房产税?,+
2000,什么房产税你们上个月到底开征了?,-
